OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,Latitude,Longitude
2023,30710,Germany -- 30650,Brunsbuttel Elbahafen, ,DE BRB,Germany,North Sea; North Atlantic Ocean,53.88,9.17
2024,30720,Germany -- 30650,Brunsbuttel Canal Terminals, ,DE BRB,Germany,North Sea; North Atlantic Ocean,53.90,9.15
2025,30740,Germany -- 30650,Neuhaus, ,DE NEH,Germany,North Sea; North Atlantic Ocean,53.80,9.03
2026,30760,Germany -- 30650,Gluckstadt, ,DE GLU,Germany,North Sea; North Atlantic Ocean,53.78,9.42
2027,30785,Germany -- 30650,Butzfleth, ,DE BUZ,Germany,North Sea; North Atlantic Ocean,53.65,9.52
2028,30985,Netherlands -- 30980,Eemshaven, ,NL EEM,Netherlands,North Sea; North Atlantic Ocean,53.45,6.83
2029,31085,Netherlands -- 30980,Europoort, ,NL EUR,Netherlands,North Sea; North Atlantic Ocean,51.95,4.12
2030,31100,Netherlands -- 30980,Maassluis,Massluis,NL MSL,Netherlands,North Sea; North Atlantic Ocean,51.92,4.25
2031,31375,England East Coast -- 31330,Isle Of Grain, ,GB IOG,United Kingdom,North Sea; North Atlantic Ocean,51.43,0.70
2032,31470,England East Coast -- 31330,London, ,GB LON,United Kingdom,North Sea; North Atlantic Ocean,51.50,-0.08
2033,31630,England East Coast -- 31330,Boston, ,GB BOS,United Kingdom,North Sea; North Atlantic Ocean,52.97,-0.02
2034,31940,Scotland East Coast -- 31870,Granton, ,GB GRN,United Kingdom,North Sea; North Atlantic Ocean,55.98,-3.22
2035,31945,Scotland East Coast -- 31870,Braefoot Bay Terminal, ,GB BFB,United Kingdom,North Sea; North Atlantic Ocean,56.03,-3.32
2036,32030,Scotland East Coast -- 31870,Burntisland, ,GB BTL,United Kingdom,North Sea; North Atlantic Ocean,56.05,-3.23
2037,32070,Scotland East Coast -- 31870,Methil, ,GB MTH,United Kingdom,North Sea; North Atlantic Ocean,56.18,-3.00
2038,32250,Scotland East Coast -- 31870,Macduff, ,GB MCD,United Kingdom,North Sea; North Atlantic Ocean,57.67,-2.50
2039,32300,Scotland East Coast -- 31870,Lossiemouth, ,GB LSS,United Kingdom,North Sea; North Atlantic Ocean,57.72,-3.28
2040,32340,Scotland East Coast -- 31870,Cromarty, ,GB CRN,United Kingdom,North Sea; North Atlantic Ocean,57.68,-4.03
2041,32350,Scotland East Coast -- 31870,Invergordon, ,GB IVG,United Kingdom,North Sea; North Atlantic Ocean,57.68,-4.17
2042,32370,Scotland East Coast -- 31870,Helmsdale Harbor, ,GB HMA,United Kingdom,North Sea; North Atlantic Ocean,58.12,-3.65
2043,32700,Faroe Islands -- 32660,Kongshavn, , ,Faroe Islands,Norwegian Sea; North Atlantic Ocean,62.12,-6.73
2044,32740,Faroe Islands -- 32660,Fuglafjordur,Fuglefjord,FO FUG,Faroe Islands,Norwegian Sea; North Atlantic Ocean,62.25,-6.80
2045,32980,Scotland West Coast -- 32790,Castle Bay, ,GB CBA,United Kingdom,North Atlantic Ocean,56.95,-7.48
2046,59380,Philippine Islands -- 57960,Hinatuan, ,PH HNT,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,8.37,126.33
2047,40830,Italy East Coast -- 40390,Muggia, ,IT UGG,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,45.60,13.77
2048,43388,Turkey Europe -- 43325,Ambarli, ,TR AMR,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,40.97,28.70
2049,43435,Turkey Europe -- 43325,Istinye,Istenieh,TR ITY,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,41.12,29.05
2050,43566,Romania -- 43540,Cernavoda, ,RO CEV,Romania,Black Sea; North Atlantic Ocean,44.33,28.05
2051,43677,Ukraine -- 43620,Dnipro-Buzkyy, , ,Ukraine,Black Sea; North Atlantic Ocean,46.73,31.88
2052,43720,Ukraine -- 43620,Khorly, , ,Ukraine,Black Sea; North Atlantic Ocean,46.08,33.28
2053,43940,Ukraine -- 43620,Henichesk, , ,Ukraine,Sea of Azov; Black Sea; North Atlantic Ocean,46.17,34.82
2054,56835,Bismarck Archipelago -- 56700,Kimbe, ,PG KIM,Papua New Guinea,Bismarck Sea; South Pacific Ocean,-5.13,150.53
2055,44162,Russia -- 44030,Kavkaz Oil Terminal, ,RU KZP,Russia,Sea of Azov; Black Sea; North Atlantic Ocean,45.33,36.65
2056,44180,Russia -- 44030,Anapa, ,RU AAQ,Russia,Black Sea; North Atlantic Ocean,44.88,37.32
2057,48464,Iran -- 48410,Barkan Oil-loading Terminal,Bahregan Oil Center, ,Iran,Persian Gulf; Indian Ocean,29.73,50.17
2058,48635,India West Coast -- 48610,Navlakhi, ,IN NAV,India,Arabian Sea; Indian Ocean,22.96,70.45
2059,49580,Bangladesh -- 49570,Mongla,Chalna Bazar,BD MGL,Bangladesh,Bay of Bengal; Indian Ocean,22.47,89.60
2060,50740,Sumatera -- 50515,Kuala Kapus, ,ID KKA,Indonesia,South China Sea; North Pacific Ocean,3.00,114.37
2061,50785,Sumatera -- 50515,Dumai,Doemai,ID DUM,Indonesia,Strait of Malacca; Indian Ocean,1.68,101.45
2062,51010,Jawa -- 50920,Cirebon, ,ID CBN,Indonesia,Java Sea; South Pacific Ocean,-6.72,108.57
2063,51220,Jawa -- 50920,Cilacap,Tjilatjap,ID CXP,Indonesia,Indian Ocean,-7.73,109.00
2064,51290,Lesser Sunda Islands -- 51250,Labuhanhaji,Labuan Hadji, ,Indonesia,Indian Ocean,-8.70,116.57
2065,51320,Lesser Sunda Islands -- 51250,Maumere, ,ID MOF,Indonesia,Flores Sea; Java Sea; South Pacific Ocean,-8.62,122.22
2066,56840,Bismarck Archipelago -- 56700,Bialla, ,PG BAA,Papua New Guinea,Bismarck Sea; South Pacific Ocean,-5.30,150.98
2067,57642,Vietnam -- 57510,Dai Hang, , ,Vietnam,South China Sea; North Pacific Ocean,8.48,108.68
2068,47974,Egypt Red Sea -- 47950,Hamrawein, ,EG HAM,Egypt,Red Sea; Indian Ocean,26.25,34.20
2069,51850,Indonesia - Borneo -- 51760,Gunung Batu Besar, ,ID BTH,Indonesia,Makassar Strait; South Pacific Ocean,-2.62,116.30
2070,52040,Sulawesi -- 51970,Manado, ,ID MDC,Indonesia,Celebes Sea; North Pacific Ocean,1.50,124.83
2071,52090,Sulawesi -- 51970,Gorontalo, ,ID GTO,Indonesia,Teluk Tomini; Molucca Sea; South Pacific Ocean,0.50,123.05
2072,52760,Buru -- 52735,Namlea, ,ID NAM,Indonesia,Ceram Sea; Banda Sea; South Pacific Ocean,-3.28,127.08
2073,53000,New Guinea West Coast - Irian Jaya -- 52900,Miei, , ,Indonesia,Teluk Cenderawasih; South Pacific Ocean,-2.73,134.50
2074,5180,Canada Lake Superior -- 5120,Heron Bay, ,CA HBY,Canada,Lake Superior; Great Lakes,48.65,-86.32
2075,5370,US Lake Superior -- 5230,Houghton,Hancock,US HTL,United States,Lake Superior; Great Lakes,47.12,-88.57
2076,5380,US Lake Superior -- 5230,Ontonagon, ,US ONG,United States,Lake Superior; Great Lakes,46.88,-89.33
2077,5430,US Lake Superior -- 5230,Cornucopia, , ,United States,Lake Superior; Great Lakes,46.87,-91.10
2078,12950,Brazil SE Coast -- 12700,Gebig, , ,Brazil,South Atlantic Ocean,-23.05,-44.22
2079,13100,Uruguay -- 13090,La Paloma,Paloma,UY LAP,Uruguay,South Atlantic Ocean,-34.65,-54.15
2080,13140,Uruguay -- 13090,Colonia,Colonia Del Sacremento,UY CYR,Uruguay,Rio de la Plata; South Atlantic Ocean,-34.47,-57.85
2081,13160,Uruguay -- 13090,Fray Bentos, ,UY FZB,Uruguay,Rio de la Plata; South Atlantic Ocean,-33.12,-58.32
2082,16808,United States W Coast -- 16000,Cushman, , ,United States,North Pacific Ocean,43.98,-124.07
2083,16835,United States W Coast -- 16000,Depoe Bay, , ,United States,North Pacific Ocean,44.80,-124.07
2084,16838,United States W Coast -- 16000,Ilwaco, ,US IQL,United States,North Pacific Ocean,46.30,-124.05
2085,16920,United States W Coast -- 16000,Kalama, ,US KAM,United States,North Pacific Ocean,46.02,-122.85
2086,17190,United States W Coast -- 16000,Hoodsport, ,US 9WA,United States,Alaska-Canada coastal waters; North Pacific Ocean,47.42,-123.13
2087,17260,United States W Coast -- 16000,Keyport, ,US KYP,United States,Alaska-Canada coastal waters; North Pacific Ocean,47.70,-122.62
2088,17350,United States W Coast -- 16000,Fort Ward, , ,United States,Alaska-Canada coastal waters; North Pacific Ocean,47.58,-122.52
2089,17670,United States W Coast -- 16000,Nisqually Head, , ,United States,Alaska-Canada coastal waters; North Pacific Ocean,47.12,-122.75
2090,27560,Finland -- 27380,Kokkola,Ykspihlaja,FI KOK,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,63.85,23.02
2091,27610,Finland -- 27380,Hellnas, ,FI HLL,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,63.28,22.23
2092,27670,Finland -- 27380,Kaskinen,Kasko,FI KAS,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,62.38,21.23
2093,28170,Finland -- 27380,Ekenas, ,FI TAI,Finland,Gulf of Finland; Baltic Sea; North Atlantic Ocean,59.98,23.43
2094,28180,Finland -- 27380,Jussaro,Stor Jussaro,FI JUS,Finland,Gulf of Finland; Baltic Sea; North Atlantic Ocean,59.83,23.57
2095,28187,Finland -- 27380,Inkoo, ,FI INK,Finland,Gulf of Finland; Baltic Sea; North Atlantic Ocean,60.02,23.92
2096,28310,Russia -- 28250,Gavan Vysotsk,Trangsund; Uras; Vysotsk,RU VYS,Russia,Gulf of Finland; Baltic Sea; North Atlantic Ocean,60.62,28.57
2097,33190,Scotland West Coast -- 32790,Corpach, ,GB COR,United Kingdom,North Atlantic Ocean,56.85,-5.12
2098,28654,Lithuania -- 28650,Butinge Oil Terminal,Butinge Marine Terminal,LT BOT,Lithuania,Baltic Sea; North Atlantic Ocean,56.03,20.95
2099,28680,Russia -- 28670,Baltiysk,Pillau,RU BLT,Russia,Baltic Sea; North Atlantic Ocean,54.63,19.90
2100,28920,Germany -- 28826,Heiligenhafen, ,DE HHF,Germany,Baltic Sea; North Atlantic Ocean,54.37,10.98
2101,28950,Germany -- 28826,Eckernforde, ,DE ECK,Germany,Baltic Sea; North Atlantic Ocean,54.48,9.83
2102,17840,United States W Coast -- 16000,Coupeville, ,US CBL,United States,Alaska-Canada coastal waters; North Pacific Ocean,48.23,-122.68
2103,18518,Canada West Coast -- 18080,Nanoose Harbor, ,CA NNE,Canada,Alaska-Canada coastal waters; North Pacific Ocean,49.27,-124.15
2104,18790,Canada West Coast -- 18080,Ahousat, , ,Canada,North Pacific Ocean,49.28,-126.07
2105,18525,Canada West Coast -- 18080,Harmac, ,CA HMC,Canada,Alaska-Canada coastal waters; North Pacific Ocean,49.13,-123.85
2106,18600,Canada West Coast -- 18080,Ganges, ,CA GGS,Canada,Alaska-Canada coastal waters; North Pacific Ocean,48.85,-123.48
2107,18818,Canada West Coast -- 18080,Bergh Cove, , ,Canada,North Pacific Ocean,50.53,-127.62
2108,18915,Canada West Coast -- 18080,Bella Bella, , ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,52.17,-128.15
2109,19290,Alaska -- 19080,Fishermans Harbor, , ,United States,Alaska-Canada coastal waters; North Pacific Ocean,55.97,-133.80
2110,19510,Alaska -- 19080,Hood Bay, , ,United States,Alaska-Canada coastal waters; North Pacific Ocean,57.40,-134.50
2111,19788,Alaska -- 19080,Ninilchik, ,US NIN,United States,Cook Inlet; Gulf of Alaska; North Pacific Ocean,60.05,-151.68
2112,23760,Norway -- 20620,Holmestrand, ,NO HOL,Norway,Skagerrak; North Atlantic Ocean,59.49,10.33
2113,5970,Cape Breton Island -- 5860,Grand Narrows, , ,Canada,North Atlantic Ocean,45.95,-60.78
2114,6170,Nova Scotia Cont -- 6070,Goldsboro, ,CA GBR,Canada,North Atlantic Ocean,45.18,-61.65
2115,6660,United States E Coast -- 6585,Milbridge, ,US MLQ,United States,North Atlantic Ocean,44.53,-67.88
2116,33160,Scotland West Coast -- 32790,Lochaline,Loch Aline,GB LOL,United Kingdom,North Atlantic Ocean,56.55,-5.77
2117,33170,Scotland West Coast -- 32790,Craignure, ,GB CNU,United Kingdom,North Atlantic Ocean,56.47,-5.70
2118,33210,Scotland West Coast -- 32790,Glensanda, ,GB GSA,United Kingdom,North Atlantic Ocean,56.57,-5.53
2119,33250,Scotland West Coast -- 32790,Oban, ,GB OBA,United Kingdom,North Atlantic Ocean,56.42,-5.47
2120,33290,Scotland West Coast -- 32790,Crinan (Canal), ,GB CNC,United Kingdom,North Atlantic Ocean,56.08,-5.57
2121,33577,Scotland West Coast -- 32790,Bangor, ,GB BAN,United Kingdom,North Atlantic Ocean,54.65,-5.67
2122,34190,Ireland -- 33840,Castletown Bearhaven, ,IE CTB,Ireland,North Atlantic Ocean,51.65,-9.92
2123,34200,Ireland -- 33840,Kilrush, ,IE KLR,Ireland,North Atlantic Ocean,52.63,-9.50
2124,34640,England West Coast -- 34580,Heysham, ,GB HYM,United Kingdom,Irish Sea; North Atlantic Ocean,54.03,-2.92
2125,34650,England West Coast -- 34580,Liverpool Bay Terminal, ,GB LIB,United Kingdom,Irish Sea; North Atlantic Ocean,53.53,-3.55
2126,34850,Wales -- 34710,Fishguard, ,GB FIS,United Kingdom,Irish Sea; North Atlantic Ocean,52.02,-4.98
2127,34970,Wales -- 34710,Neath, ,GB NEA,United Kingdom,Bristol Channel; North Atlantic Ocean,51.63,-3.83
2128,35240,England South Coast -- 35220,Newlyn, ,GB NYL,United Kingdom,English Channel; North Atlantic Ocean,50.10,-5.55
2129,35590,England South Coast -- 35220,Fawley Marine Terminal, ,GB FAW,United Kingdom,English Channel; North Atlantic Ocean,50.82,-1.33
2130,35800,France NW Coast -- 35720,Le Treport,Treport,FR LTR,France,English Channel; North Atlantic Ocean,50.07,1.37
2131,37160,France West Coast -- 36450,Blaye, ,FR BYE,France,Bay of Biscay; North Atlantic Ocean,45.13,-0.67
2132,7240,United States E Coast -- 6585,Lynn, ,US LZN,United States,North Atlantic Ocean,42.45,-70.95
2133,7315,United States E Coast -- 6585,Hyannis Port, , ,United States,North Atlantic Ocean,41.63,-70.30
2134,23817,Norway -- 20620,Fagerstrand, ,NO FAX,Norway,Skagerrak; North Atlantic Ocean,59.73,10.58
2135,23829,Norway -- 20620,Kambo, ,NO KMO,Norway,Skagerrak; North Atlantic Ocean,59.47,10.68
2136,23890,Sweden -- 23860,Grebbestad, ,SE GRE,Sweden,Skagerrak; North Atlantic Ocean,58.68,11.25
2137,23900,Sweden -- 23860,Fjallbacka, ,SE FJA,Sweden,Skagerrak; North Atlantic Ocean,58.60,11.28
2138,23910,Sweden -- 23860,Hunnebostrand, ,SE HUN,Sweden,Skagerrak; North Atlantic Ocean,58.44,11.29
2139,24050,Sweden -- 23860,Halmstad, ,SE HAD,Sweden,Kattegat; North Atlantic Ocean,56.67,12.87
2140,24530,Sweden -- 23860,Bergkvara, ,SE BEA,Sweden,Baltic Sea; North Atlantic Ocean,56.38,16.10
2141,24720,Sweden -- 23860,Figeholm, ,SE FIG,Sweden,Baltic Sea; North Atlantic Ocean,57.37,16.50
2142,24900,Gotland -- 24806,Farosund, ,SE FSD,Sweden,Baltic Sea; North Atlantic Ocean,57.92,19.05
2143,24960,Gotland -- 24806,Klintehamn, ,SE KLI,Sweden,Baltic Sea; North Atlantic Ocean,57.38,18.20
2144,25440,Sweden Cont -- 24975,Grisslehamn, ,SE GRH,Sweden,Baltic Sea; North Atlantic Ocean,60.10,18.82
2145,25610,Sweden Cont -- 24975,Norrsundet, ,SE NOT,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,60.93,17.17
2146,26240,Sweden Cont -- 24975,Harnosand,Hernosand,SE HND,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,62.63,17.93
2147,26310,Sweden Cont -- 24975,Gustavsvik, ,SE GUS,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,62.83,17.88
2148,26340,Sweden Cont -- 24975,Lunde, , ,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,62.88,17.88
2149,26380,Sweden Cont -- 24975,Kramfors, ,SE KRF,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,62.93,17.80
2150,26720,Sweden Cont -- 24975,Domsjo, ,SE DOM,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,63.27,18.73
2151,26790,Sweden Cont -- 24975,Husum, ,SE HUS,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,63.33,19.15
2152,29455,Sjaelland -- 29150,Nykobing (Mor), ,DK NYM,Denmark,Kattegat; North Atlantic Ocean,56.77,11.87
2153,27130,Sweden Cont -- 24975,Brannfors, ,SE BNF,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,65.02,21.38
2154,27540,Finland -- 27380,Himanka,Khimango,FI HIM,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,64.00,23.65
2155,29130,Bornholm -- 29020,Christianso Harbor, ,DK CSO,Denmark,Baltic Sea; North Atlantic Ocean,55.32,15.18
2156,29410,Sjaelland -- 29150,Frederiksvaerk, ,DK FDV,Denmark,Kattegat; North Atlantic Ocean,55.97,12.02
2157,29420,Sjaelland -- 29150,Frederikssund, ,DK FDS,Denmark,Kattegat; North Atlantic Ocean,55.83,12.05
2158,29440,Sjaelland -- 29150,Holbaek, ,DK HBK,Denmark,Kattegat; North Atlantic Ocean,55.72,11.72
2159,29546,Sjaelland -- 29150,Gulfhaven, ,DK GFH,Denmark,Baltic Sea; North Atlantic Ocean,55.20,11.27
2160,54671,Australia -- 53290,Milner Bay, ,AU MIB,Australia,Gulf of Carpentaria; Arafura Sea; South Pacific Ocean,-13.87,136.42
2161,54943,Tasmania -- 54700,Beauty Point, ,AU BYP,Australia,Bass Strait; South Pacific Ocean,-41.15,146.82
2162,55617,Tuvalu -- 55615,Funafuti Atoll, ,TV FUN,Tuvalu,South Pacific Ocean,-8.52,179.13
2163,56010,Iles Marquises -- 56000,Atuona, ,PF AUQ,French Polynesia,South Pacific Ocean,-9.82,-139.03
2164,56015,Iles Marquises -- 56000,Baie Taiohae,Anne Marie Bay,PF TAI,French Polynesia,South Pacific Ocean,-8.93,-140.08
2165,56140,Hawaiian Islands -- 56050,Kailua, ,US KA7,United States,North Pacific Ocean,19.63,-156.00
2166,56160,Hawaiian Islands -- 56050,Kawaihae, ,US KWH,United States,North Pacific Ocean,20.03,-155.83
2167,56190,Hawaiian Islands -- 56050,Hana, ,US HNM,United States,North Pacific Ocean,20.75,-155.98
2168,56230,Hawaiian Islands -- 56050,Kaumalapau Harbor, , ,United States,North Pacific Ocean,20.78,-157.00
2169,58630,Philippine Islands -- 57960,Laoang, , ,Philippines,Philippine inland seas; North Pacific Ocean,12.57,125.02
2170,58655,Philippine Islands -- 57960,Guiuan, ,PH GUN,Philippines,Philippine inland seas; North Pacific Ocean,11.03,125.72
2171,58670,Philippine Islands -- 57960,Catbalogan, ,PH CTS,Philippines,Philippine inland seas; North Pacific Ocean,11.77,124.88
2172,59800,Philippine Islands -- 57960,Jolo, ,PH JOL,Philippines,Sulu Sea; North Pacific Ocean,6.05,121.00
2173,59974,China Continued -- 59850,Changshu, ,CN CGS,China,East China Sea; North Pacific Ocean,31.77,120.95
2174,59991,China Continued -- 59850,Nantong, ,CN NTG,China,East China Sea; North Pacific Ocean,32.00,120.80
2175,60470,North Korea Continued -- 60438,Ch'aho,Shako, ,North Korea,Sea of Japan; North Pacific Ocean,40.20,128.65
2176,60860,Sakhalin -- 60840,Okha, ,RU OKA,Russia,Sea of Okhotsk; North Pacific Ocean,53.55,143.00
2177,12340,Venezuela -- 11950,Ciudad Bolivar, ,VE CBL,Venezuela,Caribbean Sea; North Atlantic Ocean,8.13,-63.55
2178,12420,Suriname -- 12395,Moengo,Abina; Albina,SR MOJ,Suriname,North Atlantic Ocean,5.63,-54.42
2179,12710,Brazil SE Coast -- 12700,Cabedelo, ,BR CDO,Brazil,South Atlantic Ocean,-6.97,-34.83
2180,19890,Alaska -- 19080,Karluk, ,US KYK,United States,Gulf of Alaska; North Pacific Ocean,57.57,-154.45
2181,19930,Alaska -- 19080,Dry Spruce Bay, , ,United States,Gulf of Alaska; North Pacific Ocean,57.93,-153.03
2182,19980,Alaska -- 19080,Hogg Island, , ,United States,Gulf of Alaska; North Pacific Ocean,58.47,-152.68
2183,20070,Alaska -- 19080,Belkofski, , ,United States,North Pacific Ocean,55.08,-162.03
2184,20170,Aleutian Islands -- 20095,Alcan Harbor, ,US ZAK,United States,Bering Sea; North Pacific Ocean,52.73,174.07
2185,20180,Aleutian Islands -- 20095,Massacre Bay, , ,United States,North Pacific Ocean,52.83,173.23
2186,20240,Alaska Continued -- 20185,Egegik, ,US EGX,United States,Bristol Bay; Bering Sea; North Pacific Ocean,58.20,-157.37
2187,20310,Alaska Continued -- 20185,Bethel, ,US BET,United States,Bering Sea; North Pacific Ocean,60.82,-161.72
2188,20320,Alaska Continued -- 20185,Nash Harbor, , ,United States,Bering Sea; North Pacific Ocean,60.20,-166.98
2189,20330,Alaska Continued -- 20185,Kwiguk, , ,United States,Bering Sea; North Pacific Ocean,62.73,-164.47
2190,20410,Alaska Continued -- 20185,Grantley Harbor, , ,United States,Bering Sea; North Pacific Ocean,65.27,-166.33
2191,20570,Svalbard -- 20540,Longyearbyen, ,SJ LYR,Svalbard,Greenland Sea; Arctic Ocean,78.23,15.63
2192,20580,Svalbard -- 20540,Ny Alesund, ,SJ NYA,Svalbard,Greenland Sea; Arctic Ocean,78.93,11.93
2193,20800,Norway -- 20620,Honningsvag, ,NO HVG,Norway,Barents Sea; Arctic Ocean,70.98,25.95
2194,20910,Norway -- 20620,Kvalsund, ,NO KVS,Norway,Norwegian Sea; North Atlantic Ocean,70.51,23.98
2195,20920,Norway -- 20620,Hammerfest, ,NO HFT,Norway,Norwegian Sea; North Atlantic Ocean,70.67,23.67
2196,21130,Norway -- 20620,Alta, ,NO ALF,Norway,Norwegian Sea; North Atlantic Ocean,69.97,23.24
2197,4770,US Lake Michigan -- 4570,Buffington, , ,United States,Lake Michigan; Great Lakes,41.63,-87.42
2198,5140,Canada Lake Superior -- 5120,Batchawana Bay, , ,Canada,Lake Superior; Great Lakes,46.92,-84.60
2199,5310,US Lake Superior -- 5230,L Anse, ,US LAJ,United States,Lake Superior; Great Lakes,46.77,-88.47
2200,5350,US Lake Superior -- 5230,Copper Harbor, , ,United States,Lake Superior; Great Lakes,47.47,-87.87
2201,5360,US Lake Superior -- 5230,Eagle Harbor, , ,United States,Lake Superior; Great Lakes,47.47,-88.17
2202,5420,US Lake Superior -- 5230,La Pointe,Madeline Island,US JPP,United States,Lake Superior; Great Lakes,46.78,-90.78
2203,5510,South Side -- 5501,Gaspe, ,CA GPE,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,48.83,-64.48
2204,5560,New Brunswick -- 5555,Dalhousie, ,CA DHS,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,48.07,-66.37
2205,5600,New Brunswick -- 5555,Caraquet, ,CA CAQ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,47.80,-64.93
2206,21495,Norway -- 20620,Medby, , ,Norway,Norwegian Sea; North Atlantic Ocean,68.91,17.73
2207,13050,Brazil SE Coast -- 12700,Laguna,Villa Laguna,BR LGA,Brazil,South Atlantic Ocean,-28.50,-48.78
2208,13115,Uruguay -- 13090,Jose Ignacio, ,UY JIT,Uruguay,South Atlantic Ocean,-34.95,-54.70
2209,13120,Uruguay -- 13090,Montevideo, ,UY MVD,Uruguay,South Atlantic Ocean,-34.90,-56.22
2210,13720,Argentina -- 13310,Concordia, ,AR COC,Argentina,Rio de la Plata; South Atlantic Ocean,-31.40,-58.03
2211,13730,Argentina -- 13310,Colon, ,AR COL,Argentina,Rio de la Plata; South Atlantic Ocean,-32.22,-58.13
2212,16805,United States W Coast -- 16000,Glenada, , ,United States,North Pacific Ocean,43.97,-124.12
2213,51340,Lesser Sunda Islands -- 51250,Ende, ,ID ENE,Indonesia,Savu Sea; Indian Ocean,-8.83,121.65
2214,44270,Russia -- 44030,Adler,Mezyumata, ,Russia,Black Sea; North Atlantic Ocean,43.43,39.93
2215,44370,Turkey Asia -- 44360,Hopa,Khoppa,TR HOP,Turkey,Black Sea; North Atlantic Ocean,41.42,41.40
2216,44500,Turkey Asia -- 44360,Eregli,Bender Eregli; Eregli Anatolia,TR ERE,Turkey,Black Sea; North Atlantic Ocean,41.30,31.45
2217,44542,Turkey Asia -- 44360,Botas Natural Gas Terminal, , ,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,41.00,27.98
